year,state,homes_sold,population
2022,New Jersey,5837,"9,295,227 "
2020,Indiana,108,"6,790,497 "
2020,Pennsylvania,15144,"12,996,143 "
2020,Arizona,1122,"7,187,135 "
2024,Massachusetts,520,"7,136,171 "
2021,Hawaii,24,"1,447,029 "
2020,Mississippi,2275,"2,958,536 "
2021,Iowa,2591,"3,198,613 "
2022,Arkansas,4105,"3,047,704 "
2024,Texas,32711,"31,290,831 "
2021,New Mexico,773,"2,117,333 "
2021,Vermont,42,"647,210 "
2022,West Virginia,4,"1,774,122 "
2024,Wisconsin,59,"5,960,975 "
2023,North Carolina,1365,"10,881,189 "
2022,New Jersey,6826,"9,295,227 "
2024,Mississippi,1450,"2,943,045 "
2023,Texas,841,"30,727,890 "
2023,Iowa,1853,"3,218,414 "
2024,Nevada,3874,"3,267,467 "
2024,Hawaii,10,"1,446,146 "
2023,Virginia,32,"8,734,685 "
2020,Michigan,109,"10,072,703 "
2023,Texas,28448,"30,727,890 "
2022,Kansas,73,"2,937,324 "
2022,Minnesota,771,"5,721,621 "
2021,Idaho,3500,"1,904,848 "
2022,Utah,392,"3,391,011 "
2020,Nebraska,2275,"1,963,387 "
2024,Idaho,26,"2,001,619 "
2024,Arkansas,36,"3,088,354 "
2023,South Carolina,7600,"5,387,830 "
2020,Utah,4564,"3,284,077 "
2021,Montana,107,"1,106,522 "
2024,Maryland,2066,"6,263,220 "
2022,Indiana,8881,"6,844,545 "
2023,New York,8728,"19,737,367 "
2022,Oregon,99,"4,247,372 "
2024,Mississippi,1778,"2,943,045 "
2023,Louisiana,95,"4,588,071 "
2024,Alabama,6,"5,157,699 "
2024,Utah,2487,"3,503,613 "
2024,Delaware,580,"1,051,917 "
2021,Virginia,1261,"8,658,910 "
2023,Nevada,350,"3,214,363 "
2022,Florida,458,"22,379,312 "
2023,California,1184,"39,198,693 "
2023,Maryland,2226,"6,217,062 "
2023,Iowa,346,"3,218,414 "
2020,Tennessee,33,"6,927,904 "
2020,Washington,6718,"7,727,209 "
2021,Columbia,21,"669,256 "
2023,Virginia,1024,"8,734,685 "
2021,Louisiana,6154,"4,627,971 "
2023,Nevada,366,"3,214,363 "
2021,Mississippi,2194,"2,947,209 "
2021,Pennsylvania,14465,"13,015,571 "
2022,Wisconsin,66,"5,903,975 "
2023,West Virginia,10,"1,770,495 "
2023,Arizona,51,"7,473,027 "
2021,New Jersey,1415,"9,270,541 "
2023,Oklahoma,12,"4,063,882 "
2021,Florida,520,"21,831,949 "
2022,Utah,32,"3,391,011 "
2020,Utah,34,"3,284,077 "
2022,Vermont,738,"648,142 "
2024,Louisiana,2551,"4,597,740 "
2021,Washington,11612,"7,743,760 "
2023,Minnesota,3317,"5,753,048 "
2020,Wyoming,1000,"577,681 "
2022,New Hampshire,874,"1,396,678 "
2021,Virginia,44,"8,658,910 "
2023,Virginia,5075,"8,734,685 "
2023,Montana,43,"1,131,302 "
2022,Iowa,258,"3,202,820 "
2021,Connecticut,358,"3,606,607 "
2020,Oklahoma,21,"3,965,415 "
2024,Tennessee,347,"7,227,750 "
2020,Illinois,969,"12,799,088 "
2020,Utah,854,"3,284,077 "
2022,Louisiana,30,"4,593,687 "
2021,New Jersey,742,"9,270,541 "
2024,Wyoming,4,"587,618 "
2022,Wyoming,12,"581,978 "
2023,Florida,19877,"22,904,868 "
2023,Wisconsin,6124,"5,930,405 "
2024,Tennessee,8092,"7,227,750 "
2022,Hawaii,448,"1,440,359 "
2021,Colorado,9771,"5,814,036 "
2024,New Mexico,830,"2,130,256 "
2020,West Virginia,2,"1,791,646 "
2021,Tennessee,489,"6,965,740 "
2024,New York,230,"19,867,248 "
2021,Washington,1265,"7,743,760 "
2021,Virginia,89,"8,658,910 "
2021,Rhode Island,204,"1,097,246 "
2022,Colorado,4313,"5,850,935 "
2020,New Hampshire,2378,"1,378,756 "
2021,New Jersey,776,"9,270,541 "
2023,New Jersey,459,"9,379,642 "
2021,Kansas,68,"2,938,338 "
2023,Nebraska,2150,"1,987,864 "
2020,Nebraska,2288,"1,963,387 "
2021,Nebraska,17,"1,964,537 "
2020,Illinois,14893,"12,799,088 "
2022,Mississippi,2064,"2,941,939 "
2021,Mississippi,2164,"2,947,209 "
2021,Alabama,7217,"5,049,196 "
2020,Oklahoma,3122,"3,965,415 "
2024,North Dakota,338,"796,568 "
2024,Delaware,460,"1,051,917 "
2022,South Dakota,882,"909,723 "
2024,North Dakota,402,"796,568 "
2021,Vermont,66,"647,210 "
2023,Arizona,7273,"7,473,027 "
2023,Oklahoma,28,"4,063,882 "
2024,Rhode Island,547,"1,112,308 "
2022,Ohio,9434,"11,777,874 "
2021,Louisiana,4809,"4,627,971 "
2022,Pennsylvania,426,"12,984,990 "
2022,Louisiana,3801,"4,593,687 "
2022,Maine,180,"1,390,922 "
2023,Washington,6542,"7,857,320 "
2023,Alabama,284,"5,117,673 "
2021,Massachusetts,629,"7,000,474 "
2022,Kentucky,3312,"4,519,233 "
2024,Vermont,102,"648,493 "
2023,Wisconsin,4801,"5,930,405 "
2022,Oklahoma,61,"4,026,229 "
2022,Nebraska,2184,"1,972,246 "
2022,Massachusetts,480,"7,022,468 "
2021,Columbia,17,"669,256 "
2021,Georgia,91,"10,792,060 "
2024,Delaware,772,"1,051,917 "
2024,Vermont,583,"648,493 "
2022,Washington,116,"7,794,123 "
2021,Texas,376,"29,570,351 "
2022,Oklahoma,32,"4,026,229 "
2022,South Dakota,6,"909,723 "
2024,North Dakota,6,"796,568 "
2020,North Dakota,502,"779,563 "
2022,Iowa,26,"3,202,820 "
2024,Delaware,660,"1,051,917 "
2024,Iowa,3253,"3,241,488 "
2020,Minnesota,4924,"5,710,735 "
2020,Vermont,563,"642,977 "
2020,South Dakota,914,"887,948 "
2024,Massachusetts,2450,"7,136,171 "
2020,Florida,7978,"21,592,035 "
2022,Virginia,68,"8,683,414 "
2024,Idaho,59,"2,001,619 "
2021,Iowa,50,"3,198,613 "
2024,Florida,38753,"23,372,215 "
2023,Oregon,155,"4,253,653 "
2020,Florida,39168,"21,592,035 "
2021,Arizona,1117,"7,274,078 "
2021,Massachusetts,8173,"7,000,474 "
2022,New Mexico,28,"2,113,868 "
2023,Indiana,56,"6,880,131 "
2023,Washington,761,"7,857,320 "
2020,Idaho,61,"1,849,415 "
2020,Vermont,1033,"642,977 "
2024,Nebraska,80,"2,005,465 "
2022,Oklahoma,25,"4,026,229 "
2020,Nevada,520,"3,116,967 "
2024,Louisiana,2870,"4,597,740 "
2021,Alaska,780,"734,420 "
2020,Missouri,8715,"6,154,744 "
2021,Columbia,767,"669,256 "
2020,New Jersey,7717,"9,272,794 "
2022,Idaho,88,"1,944,299 "
2022,Colorado,8136,"5,850,935 "
2024,New Hampshire,1224,"1,409,032 "
2021,Arizona,101,"7,274,078 "
2024,Tennessee,7204,"7,227,750 "
2023,South Carolina,744,"5,387,830 "
2021,Hawaii,578,"1,447,029 "
2021,Wyoming,41,"579,636 "
2024,New Jersey,566,"9,500,851 "
2024,Colorado,709,"5,957,493 "
2020,Missouri,8713,"6,154,744 "
2021,Columbia,1022,"669,256 "
2023,Columbia,664,"687,324 "
2024,Maryland,5561,"6,263,220 "
2024,Rhode Island,178,"1,112,308 "
2022,Wyoming,604,"581,978 "
2022,Iowa,26,"3,202,820 "
2020,South Carolina,995,"5,132,249 "
2023,Iowa,166,"3,218,414 "
2021,Iowa,41,"3,198,613 "
2020,Nebraska,2309,"1,963,387 "
2022,Iowa,32,"3,202,820 "
2022,Oregon,224,"4,247,372 "
2023,Hawaii,1141,"1,441,387 "
2020,New Hampshire,327,"1,378,756 "
2022,Georgia,1067,"10,931,805 "
2023,Georgia,436,"11,064,432 "
2021,Virginia,2315,"8,658,910 "
2024,Massachusetts,6547,"7,136,171 "
2020,North Dakota,18,"779,563 "
2023,California,1250,"39,198,693 "
2024,Kentucky,3709,"4,588,372 "
2021,Montana,51,"1,106,522 "
2020,Missouri,95,"6,154,744 "
2021,Columbia,80,"669,256 "
2023,Nevada,368,"3,214,363 "
2024,Maryland,33,"6,263,220 "
2023,Colorado,5674,"5,901,339 "
2020,Wisconsin,9319,"5,897,375 "
2024,South Dakota,623,"924,669 "
2023,Columbia,218,"687,324 "
2023,Columbia,482,"687,324 "
2020,Iowa,2231,"3,191,141 "
2020,Hawaii,416,"1,451,252 "
2022,Nevada,2816,"3,176,116 "
2021,North Dakota,40,"777,966 "
2023,Texas,277,"30,727,890 "
2024,Michigan,9441,"10,140,459 "
2020,Washington,712,"7,727,209 "
2023,Massachusetts,432,"7,066,568 "
2024,Washington,462,"7,958,180 "
2022,Connecticut,843,"3,617,925 "
2023,Florida,5622,"22,904,868 "
2021,Arkansas,4027,"3,026,870 "
2022,Kentucky,4387,"4,519,233 "
2021,Oregon,6520,"4,254,280 "
2022,California,1257,"39,142,414 "
2020,Washington,868,"7,727,209 "
2020,Louisiana,5248,"4,652,301 "
2023,Idaho,1425,"1,971,122 "
2021,Maine,1818,"1,378,931 "
2023,Washington,5697,"7,857,320 "
2022,Kansas,86,"2,937,324 "
2022,Oklahoma,86,"4,026,229 "
2021,Florida,3484,"21,831,949 "
2021,Maryland,927,"6,179,403 "
2023,South Dakota,506,"918,305 "
2020,Arkansas,44,"3,014,546 "
2020,Louisiana,4415,"4,652,301 "
2020,Indiana,42,"6,790,497 "
2020,Montana,26,"1,087,230 "
2020,Idaho,55,"1,849,415 "
2024,Iowa,1688,"3,241,488 "
2024,Massachusetts,570,"7,136,171 "
2024,Utah,2943,"3,503,613 "
2023,Washington,6827,"7,857,320 "
2022,Tennessee,291,"7,062,217 "
2022,Oklahoma,44,"4,026,229 "
2021,Montana,1161,"1,106,522 "
2021,Oregon,6860,"4,254,280 "
2023,Nevada,473,"3,214,363 "
2021,Arizona,1045,"7,274,078 "
2020,Oregon,5058,"4,243,779 "
2024,Wisconsin,276,"5,960,975 "
2022,Utah,224,"3,391,011 "
2024,Connecticut,464,"3,675,069 "
2022,Washington,9826,"7,794,123 "
2024,Alaska,538,"740,133 "
2024,Massachusetts,3505,"7,136,171 "
2024,Michigan,171,"10,140,459 "
2021,Maryland,776,"6,179,403 "
2024,North Carolina,13258,"11,046,024 "
2024,Nebraska,41,"2,005,465 "
2021,Florida,430,"21,831,949 "
2021,New York,1323,"19,848,276 "
2024,Texas,28004,"31,290,831 "
2023,Ohio,10034,"11,824,034 "
2023,Montana,635,"1,131,302 "
2022,Wisconsin,297,"5,903,975 "
2022,New Hampshire,229,"1,396,678 "
2024,Ohio,9035,"11,883,304 "
2020,Tennessee,317,"6,927,904 "
2020,Georgia,1174,"10,732,888 "
2022,Nevada,3953,"3,176,116 "
2023,Vermont,28,"648,708 "
2024,Alabama,182,"5,157,699 "
2020,Georgia,11684,"10,732,888 "
2022,Oregon,399,"4,247,372 "
2020,Utah,759,"3,284,077 "
2024,Massachusetts,482,"7,136,171 "
2020,Mississippi,43,"2,958,536 "
2020,Alaska,831,"733,017 "
2024,New Mexico,12,"2,130,256 "
2022,Indiana,8413,"6,844,545 "
2020,Tennessee,9273,"6,927,904 "
2021,Vermont,68,"647,210 "
2020,Colorado,5717,"5,787,129 "
2024,Nevada,283,"3,267,467 "
2023,Arkansas,46,"3,069,463 "
2023,Michigan,2,"10,083,356 "
2021,New Mexico,8,"2,117,333 "
2024,Georgia,320,"11,180,878 "
2024,New Mexico,763,"2,130,256 "
2022,Delaware,35,"1,020,625 "
2022,Oregon,2754,"4,247,372 "
2024,Alabama,152,"5,157,699 "
2020,Virginia,54,"8,637,615 "
2022,Ohio,10527,"11,777,874 "
2021,Michigan,169,"10,041,351 "
2022,New Jersey,7724,"9,295,227 "
2021,Washington,217,"7,743,760 "
2020,Ohio,318,"11,798,905 "
2024,North Carolina,578,"11,046,024 "
2022,Idaho,90,"1,944,299 "
2021,Maine,210,"1,378,931 "
2022,Alaska,803,"734,442 "
2020,Tennessee,7144,"6,927,904 "
2023,Alaska,350,"736,510 "
2024,Minnesota,67,"5,793,151 "
2023,Connecticut,836,"3,643,023 "
2022,Maine,86,"1,390,922 "
2022,Kentucky,42,"4,519,233 "
2021,Illinois,958,"12,700,641 "
2023,Idaho,2808,"1,971,122 "
2024,Ohio,682,"11,883,304 "
2020,New Jersey,12247,"9,272,794 "
2020,Massachusetts,476,"6,994,598 "
2021,South Dakota,968,"896,492 "
2021,South Carolina,4852,"5,194,274 "
2021,South Dakota,16,"896,492 "
2024,Pennsylvania,11776,"13,078,751 "
2023,South Dakota,750,"918,305 "
2021,Tennessee,9915,"6,965,740 "
2023,North Dakota,221,"789,047 "
2022,Maryland,30,"6,192,440 "
2023,Nebraska,1134,"1,987,864 "
2023,Michigan,3,"10,083,356 "
2024,Michigan,9955,"10,140,459 "
2024,Kansas,2966,"2,970,606 "
2022,Illinois,2001,"12,621,821 "
2021,Indiana,8616,"6,815,907 "
2024,Tennessee,6415,"7,227,750 "
2020,Texas,1229,"29,239,570 "
2023,Mississippi,42,"2,943,172 "
2024,New Mexico,727,"2,130,256 "
2022,Nevada,44,"3,176,116 "
2024,Pennsylvania,381,"13,078,751 "
2024,Arkansas,28,"3,088,354 "
2023,Illinois,12091,"12,642,259 "
2024,Delaware,197,"1,051,917 "
2024,Mississippi,1,"2,943,045 "
2022,Colorado,710,"5,850,935 "
2021,Alabama,14,"5,049,196 "
2021,Ohio,435,"11,767,344 "
2024,Colorado,5645,"5,957,493 "
2020,Delaware,555,"991,928 "
2021,Pennsylvania,14026,"13,015,571 "
2024,Maine,1755,"1,405,012 "
2020,Georgia,39,"10,732,888 "
2022,Maine,204,"1,390,922 "
2021,Hawaii,1059,"1,447,029 "
2020,North Dakota,464,"779,563 "
2021,Missouri,10195,"6,171,374 "
2023,Massachusetts,5280,"7,066,568 "
2024,South Dakota,71,"924,669 "
2024,Montana,35,"1,137,233 "
2020,Oregon,3927,"4,243,779 "
2022,Idaho,25,"1,944,299 "
2022,Massachusetts,615,"7,022,468 "
2024,Colorado,47,"5,957,493 "
2022,Michigan,1124,"10,050,877 "
2024,New Mexico,711,"2,130,256 "
2020,Utah,599,"3,284,077 "
2024,Texas,26096,"31,290,831 "
2022,Ohio,892,"11,777,874 "
2020,New York,808,"20,105,171 "
2020,Tennessee,257,"6,927,904 "
2023,Arkansas,3144,"3,069,463 "
2020,Michigan,7632,"10,072,703 "
2020,Maine,1993,"1,364,571 "
2021,Columbia,322,"669,256 "
2023,Minnesota,2973,"5,753,048 "
2022,New Mexico,51,"2,113,868 "
2023,Virginia,7004,"8,734,685 "
2020,Mississippi,2206,"2,958,536 "
2024,Illinois,8010,"12,710,158 "
2023,Rhode Island,149,"1,103,429 "
2023,Ohio,6277,"11,824,034 "
2023,Oregon,169,"4,253,653 "
2020,Massachusetts,3340,"6,994,598 "
2024,Virginia,989,"8,811,195 "
2024,Illinois,7985,"12,710,158 "
2024,North Dakota,391,"796,568 "
2024,Connecticut,2240,"3,675,069 "
2021,Florida,3527,"21,831,949 "
2021,Georgia,17036,"10,792,060 "
2022,Arizona,505,"7,377,566 "
2024,Delaware,32,"1,051,917 "
2021,Delaware,38,"1,005,062 "
2020,Texas,264,"29,239,570 "
2023,Kansas,60,"2,951,500 "
2024,Maine,1497,"1,405,012 "
2021,Massachusetts,729,"7,000,474 "
2022,New York,1058,"19,703,747 "
2021,Delaware,50,"1,005,062 "
2023,New Mexico,778,"2,121,164 "
2020,South Dakota,3,"887,948 "
2024,Vermont,330,"648,493 "
2021,Wisconsin,7432,"5,881,608 "
2022,Nevada,475,"3,176,116 "
2020,Kentucky,62,"4,508,318 "
2023,Utah,1781,"3,443,222 "
2024,Michigan,11148,"10,140,459 "
2023,West Virginia,938,"1,770,495 "
2022,Alaska,168,"734,442 "
2024,Wyoming,5,"587,618 "
2023,Delaware,461,"1,036,423 "
2020,Delaware,1,"991,928 "
2023,Michigan,12241,"10,083,356 "
2024,New Hampshire,1641,"1,409,032 "
2021,Alaska,645,"734,420 "
2023,Indiana,6973,"6,880,131 "
2023,West Virginia,143,"1,770,495 "
2021,Louisiana,15,"4,627,971 "
2020,Illinois,793,"12,799,088 "
2021,Oklahoma,72,"3,992,238 "
2022,South Carolina,573,"5,287,935 "
2022,Mississippi,4,"2,941,939 "
2021,Oregon,3547,"4,254,280 "
2023,Alaska,109,"736,510 "
2020,Utah,605,"3,284,077 "
2020,Florida,2331,"21,592,035 "
2020,Wisconsin,881,"5,897,375 "
2022,Minnesota,6111,"5,721,621 "
2024,Hawaii,400,"1,446,146 "
2020,Connecticut,6303,"3,579,918 "
2021,Idaho,99,"1,904,848 "
2020,Pennsylvania,323,"12,996,143 "
2022,Alaska,447,"734,442 "
2023,Illinois,495,"12,642,259 "
2024,New Mexico,36,"2,130,256 "
2021,Maine,2409,"1,378,931 "
2020,Virginia,10560,"8,637,615 "
2024,Louisiana,30,"4,597,740 "
2022,Michigan,1495,"10,050,877 "
2020,South Carolina,8282,"5,132,249 "
2022,Arkansas,31,"3,047,704 "
2023,Pennsylvania,7370,"13,017,721 "
2023,Nebraska,109,"1,987,864 "
2020,Nebraska,18,"1,963,387 "
2023,New Jersey,527,"9,379,642 "
2023,Tennessee,7559,"7,148,304 "
2022,Illinois,1690,"12,621,821 "
2021,Utah,527,"3,339,738 "
2023,Minnesota,5642,"5,753,048 "
2022,New Mexico,29,"2,113,868 "
2023,Illinois,8925,"12,642,259 "
2022,Ohio,13639,"11,777,874 "
2023,New Hampshire,59,"1,402,199 "
2021,Georgia,13595,"10,792,060 "
2021,Florida,38090,"21,831,949 "
2022,Ohio,607,"11,777,874 "
2021,Missouri,10951,"6,171,374 "
2023,Nebraska,1456,"1,987,864 "
2023,Hawaii,389,"1,441,387 "
2020,New Mexico,29,"2,118,606 "
2024,South Dakota,8,"924,669 "
2023,Oregon,174,"4,253,653 "
2023,Pennsylvania,411,"13,017,721 "
2024,New York,8223,"19,867,248 "
2020,Connecticut,326,"3,579,918 "
2020,Alaska,759,"733,017 "
2021,Ohio,54,"11,767,344 "
2023,Montana,36,"1,131,302 "
2022,Washington,126,"7,794,123 "
2023,Tennessee,265,"7,148,304 "
2020,Arkansas,60,"3,014,546 "
2022,Nevada,4254,"3,176,116 "
2022,New Jersey,1216,"9,295,227 "
2024,Vermont,19,"648,493 "
2020,Rhode Island,974,"1,096,530 "
2021,Wyoming,893,"579,636 "
2023,Vermont,52,"648,708 "
2020,Oregon,447,"4,243,779 "
2024,West Virginia,93,"1,769,979 "
2022,Louisiana,217,"4,593,687 "
2020,Hawaii,432,"1,451,252 "
2024,New York,9418,"19,867,248 "
2021,New Mexico,21,"2,117,333 "
2021,North Dakota,25,"777,966 "
2020,Iowa,11,"3,191,141 "
2023,West Virginia,9,"1,770,495 "
2021,North Carolina,77,"10,564,320 "
2023,Idaho,18,"1,971,122 "
2021,South Dakota,968,"896,492 "
2021,South Dakota,17,"896,492 "
2020,Idaho,4287,"1,849,415 "
2022,South Dakota,778,"909,723 "
2020,Vermont,935,"642,977 "
2024,Georgia,54,"11,180,878 "
2020,Tennessee,363,"6,927,904 "
2020,Arizona,12851,"7,187,135 "
2024,Texas,24204,"31,290,831 "
2020,Utah,796,"3,284,077 "
2021,Illinois,1434,"12,700,641 "
2024,West Virginia,10,"1,769,979 "
2022,South Carolina,652,"5,287,935 "
2023,Mississippi,1614,"2,943,172 "
2020,Colorado,7876,"5,787,129 "
2021,Delaware,259,"1,005,062 "
2024,Oklahoma,4529,"4,095,393 "
2024,New Mexico,3,"2,130,256 "
2024,Maine,750,"1,405,012 "
2023,Alaska,31,"736,510 "
2024,New Mexico,14,"2,130,256 "
2021,Wisconsin,5894,"5,881,608 "
2024,Maryland,484,"6,263,220 "
2021,Idaho,76,"1,904,848 "
2023,Kansas,2379,"2,951,500 "
2020,New Jersey,6168,"9,272,794 "
2021,Kentucky,4855,"4,507,583 "
2020,Nevada,5511,"3,116,967 "
2020,Idaho,54,"1,849,415 "
2023,Arizona,581,"7,473,027 "
2024,Illinois,2426,"12,710,158 "
2020,Missouri,152,"6,154,744 "
2021,California,1203,"39,142,565 "
2021,Vermont,879,"647,210 "
2020,Montana,23,"1,087,230 "
2024,Hawaii,3,"1,446,146 "
2021,Louisiana,127,"4,627,971 "
2023,Oklahoma,3766,"4,063,882 "
2023,Minnesota,903,"5,753,048 "
2020,Michigan,8340,"10,072,703 "
2024,California,742,"39,431,263 "
2021,Pennsylvania,640,"13,015,571 "
2022,Mississippi,12,"2,941,939 "
2022,Alaska,939,"734,442 "
2023,Washington,407,"7,857,320 "
2024,Kentucky,2953,"4,588,372 "
2022,Washington,645,"7,794,123 "
2024,North Dakota,358,"796,568 "
2023,South Carolina,31,"5,387,830 "
2022,Michigan,13907,"10,050,877 "
2024,Alaska,751,"740,133 "
2020,Georgia,11788,"10,732,888 "
2021,South Carolina,1019,"5,194,274 "
2021,Oklahoma,5549,"3,992,238 "
2020,Delaware,274,"991,928 "
2023,Pennsylvania,428,"13,017,721 "
2022,Alabama,10,"5,076,181 "
2021,Louisiana,5631,"4,627,971 "
2023,Florida,402,"22,904,868 "
2023,Pennsylvania,7395,"13,017,721 "
2024,Pennsylvania,12347,"13,078,751 "
2022,New York,11724,"19,703,747 "
2024,Michigan,7193,"10,140,459 "
2022,New York,350,"19,703,747 "
2021,Virginia,1459,"8,658,910 "
2024,New York,1513,"19,867,248 "
2020,Pennsylvania,217,"12,996,143 "
2024,California,25990,"39,431,263 "
2022,Colorado,5605,"5,850,935 "
2020,Pennsylvania,443,"12,996,143 "
2021,North Carolina,57,"10,564,320 "
2024,Vermont,16,"648,493 "
2024,Oregon,60,"4,272,371 "
2022,Columbia,24,"676,725 "
2022,Wisconsin,728,"5,903,975 "
2020,North Dakota,35,"779,563 "
2021,Ohio,608,"11,767,344 "
2024,Minnesota,132,"5,793,151 "
2020,Columbia,329,"670,917 "
2021,South Carolina,40,"5,194,274 "
2023,Maryland,499,"6,217,062 "
2023,New Jersey,5431,"9,379,642 "
2023,Utah,15,"3,443,222 "
2022,North Carolina,74,"10,710,793 "
2021,Arkansas,53,"3,026,870 "
2022,Wisconsin,6085,"5,903,975 "
2020,Minnesota,296,"5,710,735 "
2020,Idaho,3300,"1,849,415 "
2021,Mississippi,2046,"2,947,209 "
2024,Alaska,34,"740,133 "
2021,North Carolina,974,"10,564,320 "
2024,New Hampshire,4,"1,409,032 "
2023,Oklahoma,22,"4,063,882 "
2021,North Dakota,543,"777,966 "
2022,Maine,1961,"1,390,922 "
2022,Maine,80,"1,390,922 "
2020,Montana,26,"1,087,230 "
2023,Florida,7992,"22,904,868 "
2022,West Virginia,819,"1,774,122 "
2023,Nevada,362,"3,214,363 "
2024,California,1205,"39,431,263 "
2022,New Hampshire,216,"1,396,678 "
2023,Kentucky,227,"4,550,595 "
2024,Florida,5110,"23,372,215 "
2024,Kansas,2764,"2,970,606 "
2021,Louisiana,182,"4,627,971 "
2021,Florida,3355,"21,831,949 "
2021,North Carolina,1357,"10,564,320 "
2023,Washington,424,"7,857,320 "
2021,North Dakota,8,"777,966 "
2023,Indiana,6260,"6,880,131 "
2024,Nevada,305,"3,267,467 "
2024,Maryland,422,"6,263,220 "
2020,Ohio,447,"11,798,905 "
2023,Vermont,17,"648,708 "
2022,Delaware,11,"1,020,625 "
2020,South Carolina,453,"5,132,249 "
2024,Kentucky,221,"4,588,372 "
2022,South Dakota,700,"909,723 "
2021,South Dakota,10,"896,492 "
2021,New Hampshire,207,"1,387,677 "
2024,Missouri,51,"6,245,466 "
2022,Colorado,1307,"5,850,935 "
2021,North Carolina,950,"10,564,320 "
2022,Missouri,5748,"6,179,414 "
2024,South Carolina,565,"5,478,831 "
2023,Nevada,27,"3,214,363 "
2023,Delaware,31,"1,036,423 "
2024,Ohio,786,"11,883,304 "
2022,Oklahoma,4137,"4,026,229 "
2023,Florida,5765,"22,904,868 "
2023,Minnesota,753,"5,753,048 "
2020,Utah,2126,"3,284,077 "
2021,New Mexico,33,"2,117,333 "
2022,Kansas,3346,"2,937,324 "
2023,North Dakota,283,"789,047 "
2024,Mississippi,12,"2,943,045 "
2024,Illinois,338,"12,710,158 "
2021,Virginia,12883,"8,658,910 "
2024,Iowa,168,"3,241,488 "
2024,Indiana,103,"6,924,275 "
2023,Vermont,562,"648,708 "
2021,Vermont,564,"647,210 "
2022,New Jersey,609,"9,295,227 "
2023,Maryland,32,"6,217,062 "
2023,South Dakota,410,"918,305 "
2021,Oregon,3515,"4,254,280 "
2021,Florida,9494,"21,831,949 "
2022,Florida,367,"22,379,312 "
2021,Alabama,177,"5,049,196 "
2020,North Dakota,22,"779,563 "
2021,Hawaii,1326,"1,447,029 "
2024,Columbia,600,"702,250 "
2021,North Carolina,943,"10,564,320 "
2020,California,30526,"39,521,958 "
2023,Columbia,351,"687,324 "
2020,North Carolina,17478,"10,449,652 "
2022,New Mexico,6,"2,113,868 "
2022,Montana,1028,"1,122,095 "
2023,Texas,604,"30,727,890 "
2020,Arkansas,48,"3,014,546 "
2021,Delaware,5,"1,005,062 "
2023,Minnesota,289,"5,753,048 "
2023,West Virginia,617,"1,770,495 "
2024,Ohio,73,"11,883,304 "
2021,Pennsylvania,374,"13,015,571 "
2024,Mississippi,1560,"2,943,045 "
2023,South Dakota,10,"918,305 "
2022,Maine,1422,"1,390,922 "
2024,Columbia,232,"702,250 "
2021,Maryland,5694,"6,179,403 "
2020,Pennsylvania,357,"12,996,143 "
2021,Arkansas,4203,"3,026,870 "
2024,California,21402,"39,431,263 "
2021,South Dakota,1114,"896,492 "
2023,Michigan,9352,"10,083,356 "
2022,Ohio,480,"11,777,874 "
2021,Kentucky,55,"4,507,583 "
2023,Pennsylvania,8409,"13,017,721 "
2024,Wyoming,632,"587,618 "
2023,New Hampshire,227,"1,402,199 "
2023,Missouri,139,"6,208,038 "
2020,Nevada,3812,"3,116,967 "
2023,Columbia,100,"687,324 "
2020,Delaware,169,"991,928 "
2022,New York,1984,"19,703,747 "
2022,Ohio,398,"11,777,874 "
2023,Utah,2526,"3,443,222 "
2023,Washington,70,"7,857,320 "
2023,Texas,603,"30,727,890 "
2021,Connecticut,3633,"3,606,607 "
2024,Illinois,590,"12,710,158 "
2022,Mississippi,40,"2,941,939 "
2022,Mississippi,56,"2,941,939 "
2022,Utah,4160,"3,391,011 "
2020,Minnesota,184,"5,710,735 "
2021,West Virginia,12,"1,785,618 "
2023,Massachusetts,397,"7,066,568 "
2024,Texas,797,"31,290,831 "
2020,West Virginia,604,"1,791,646 "
2021,New York,16334,"19,848,276 "
2020,Missouri,147,"6,154,744 "
2020,Maryland,40,"6,177,935 "
2023,Montana,581,"1,131,302 "
2023,Pennsylvania,400,"13,017,721 "
2023,New Jersey,5177,"9,379,642 "
2021,South Dakota,624,"896,492 "
2021,Connecticut,2346,"3,606,607 "
2024,Louisiana,26,"4,597,740 "
2020,Utah,3487,"3,284,077 "
2021,North Carolina,17263,"10,564,320 "
2021,Delaware,759,"1,005,062 "
2020,South Carolina,21,"5,132,249 "
2021,Utah,3539,"3,339,738 "
2022,Alabama,4903,"5,076,181 "
2022,New York,13268,"19,703,747 "
2020,Michigan,1265,"10,072,703 "
2021,Colorado,9244,"5,814,036 "
2023,Columbia,308,"687,324 "
2023,Iowa,213,"3,218,414 "
2020,New Jersey,485,"9,272,794 "
2023,New Jersey,7431,"9,379,642 "
2023,North Dakota,334,"789,047 "
2020,Florida,8808,"21,592,035 "
2020,Ohio,14447,"11,798,905 "
2024,Arizona,663,"7,582,384 "
2021,Vermont,43,"647,210 "
2023,California,2992,"39,198,693 "
2020,Alaska,1086,"733,017 "
2020,Oregon,5986,"4,243,779 "
2020,New Jersey,501,"9,272,794 "
2022,North Carolina,861,"10,710,793 "
2021,Connecticut,991,"3,606,607 "
2021,Wisconsin,55,"5,881,608 "
